,location,screen_name
2,WA,KIRO7Seattle
3,WA,RiannaRichards
4,WA,cre8tivOne
5,WA,shasharala
6,WA,moor_optimistic
7,WA,krushcuts
8,WA,Kamani1147
9,WA,mysticsavage
10,WA,justinmhanlon11
11,WA,Loki_Wa
12,WA,WillSeattle
13,WA,LKDucolon1984
14,WA,Matt60606
15,WA,jimbasnight
16,WA,LindaSue68
17,WA,lizargall
18,WA,ddr_seattle
19,WA,reddougsea
20,WA,MarkChurch4real
21,WA,georgehowland
22,WA,m_m_myers
23,WA,NO_NEVAH_TRUMP
24,WA,luciagirly
25,WA,aaronwshanks
26,WA,neighborlee
27,WA,An_Oracle
28,WA,CaptainTabouli
29,WA,johnsweaver47
30,WA,TaePhoenix
31,WA,RealPLUTim
32,WA,TheStranger
33,WA,mwiegand
34,WA,stefohnee
35,WA,Crosscut
36,WA,flinnlora
37,WA,LynnwoodBill
38,WA,LastWordWMiller
39,WA,shanb63
40,WA,bcrimmins
41,WA,CountrySkills
42,WA,trevortinker
43,WA,GjonPatroclus
44,WA,sheilasimm
45,WA,HHardy1943
46,WA,madeline_elster
47,WA,lunalindsey
48,WA,judeen
49,WA,meeker253
50,WA,rdickhoff
51,WA,beccainpuyallup
52,WA,alexespind
53,WA,nothings
54,WA,aSEATaxiCab
55,WA,busdrivermike
56,WA,HilmanNugrah
57,WA,maaaaaadiison
58,WA,TheMindOfColi
59,WA,ZenShadow
60,WA,HBronze
61,WA,JasonGanwich
62,WA,beatleggs
63,WA,lesmissy1
64,WA,JeremyB2323
65,WA,cydneyj7
66,WA,heysyd
67,WA,humpbrother1
68,WA,papijongsuk
69,WA,kitty_zuniqua
70,WA,seattlekevin
71,WA,tedstrykr
72,WA,LiliannyLeebou
73,WA,1ThatsTrue
74,WA,Laskowska77
75,WA,LillyRobinsons
76,WA,jovel
77,WA,gertshair
78,WA,DanSHammer
79,WA,TimExtonMedia
80,WA,VileStyle
81,WA,AndrewRomaa
82,WA,BonnieEle2
83,WA,JOHN22PERRY
84,WA,Sonicchi
85,WA,KathleenMelin
86,WA,TheRealTTownTim
87,WA,JeanJAuthor
88,WA,AislynnStudios
89,WA,EricOsnes
90,WA,kinolina
91,WA,jameswyldersr
92,WA,Fails_us
93,WA,AbleDanger12
94,WA,dunnclan
95,WA,drewyukikostave
96,WA,MrWesthoff
97,WA,SeanPBurns1
98,WA,ipscone
99,WA,edooGtreboR
100,WA,ksiadzwiesiu
101,WA,kcfennessy
102,WA,CamerInFiction
103,WA,princessgl
104,WA,Ednever
105,WA,akirahinorei
106,WA,MordantFV
107,WA,JoshuaBariova
108,WA,RyanRosendal
109,WA,SaraAvvy
110,WA,DaveJDickinson
0,OR,acjaggard
1,OR,mjarts_com
2,OR,bmark5472
3,OR,davidminpdx
4,OR,johnglenpdx
5,OR,NotThisTimeMFer
6,OR,jandroid
7,OR,LampOlive
8,OR,fstopmm
9,OR,BobEisenhauer
10,OR,iDurias
11,OR,joshbelville
12,OR,royzol
13,OR,GregorMacdonald
14,OR,chuerta1
15,OR,The_CityOfRoses
16,OR,oldionus
17,OR,VictoriaforUSA
18,OR,ashspeakstweet
19,OR,Skillet503
20,OR,SinacoLad
21,OR,Kahjahkins
22,OR,JanieceStaton
23,OR,GOODinPDX
24,OR,digitalsavvyite
25,OR,SingMeToReason
26,OR,Varidienne
27,OR,HuisceBeatha
28,OR,TimDudleysEgo
29,OR,MariOlsdatter
30,OR,StarvingHartist
31,OR,KathrynKWaters
32,OR,Liberal_Rags
33,OR,AaronNotAwesome
34,OR,Krystal_Reynold
35,OR,ARTinNW
36,OR,Adampdx
37,OR,isaac32767
38,OR,Smudgeon
39,OR,sorah
40,OR,professor1029
41,OR,chad_danielg
42,OR,FilsdeMartin
43,OR,slyphon
44,OR,stele_3
45,OR,thedagit
46,OR,Chris_Coffel
47,OR,dlvr_sports
48,OR,KatCapps
49,OR,meganireneb
50,OR,blondefrog123
51,OR,mccogan
52,OR,NateSwanner
53,OR,marneduke
54,OR,shoshido
55,OR,wycats
56,OR,gallerychapel
57,OR,VinayPrasad82
58,OR,karyne_luscomb
59,OR,fretfree
60,OR,mokiethecat
61,OR,qigonggal
62,OR,BJDorr
63,OR,btn_pshr
64,OR,pmaddogs
65,OR,bluestatetweets
66,OR,wh4tdafuq
67,OR,apokerplayer
68,OR,DonaldJans
69,OR,mcemc3
70,OR,johnrplatt
71,OR,AlizaEarnshaw
72,OR,daddyhyde
73,OR,joozgrdn
74,OR,aportlandcareer
75,OR,DoctoroftheDead
76,OR,NATUREinPDX
77,OR,ARTISTstacy
78,OR,GroovyTimes777
79,OR,Samae2425
80,OR,penultimatepen
81,OR,DuckieDolly
82,OR,craigmdyer
83,OR,am_wex
84,OR,LidiaYuknavitch
85,OR,jmountpdx
86,OR,ConnectCannabis
87,OR,fareldalrymple
88,OR,Ckimbrechin
89,OR,lookcassia
90,OR,friendjudy
91,OR,KathieEngland
92,OR,fjbagel48
93,OR,aleta
94,OR,tpacific
95,OR,kristinelevine
96,OR,brendanbarnhart
97,OR,kiplet
98,OR,MusicNorthwest
99,OR,StarTrekWreck
100,OR,paulrjanssen
101,OR,EarthSayer
102,OR,kberg66
103,OR,FOODinPDX
104,OR,BeirutWedding
105,OR,Naomi5032
106,OR,brianmwilcox
107,OR,JamieMorris27
108,OR,SanhoTree
109,OR,SandraLeek1962
110,OR,YoungBitcoin
111,OR,Meow1113
112,OR,71_Charger
113,OR,HeidiEsbensen
114,OR,al3x
115,OR,downey
116,OR,suzyz40
117,OR,Melly152260
118,OR,BenBrownJunior
119,OR,real_x_medium
120,OR,Anni_McCarthy
121,OR,venommiss17
122,OR,vaibhavsingh544
123,OR,portlandmercury
124,OR,annaporterart
125,OR,Dunja_Kay
126,OR,marlene116
127,OR,cherrivarisco
128,OR,k8mentesana
129,OR,Jaconian
130,OR,headachefilms
131,OR,andiemain
132,OR,debbiegreene63
133,OR,ladyoftheleft
134,OR,DrinkPDX
135,OR,Michael9_5N
136,OR,mpdx04
137,OR,sawoodard
138,OR,kittttypryde
139,OR,funnymonkey
140,OR,techscribbler
141,OR,CMHollowell
142,OR,Abigail_in_1692
143,OR,eating2heaven
144,OR,mshort66
145,OR,keithwadeallen
146,OR,mpbreen67
147,OR,the_boris
148,OR,PaulWedin
149,OR,refugeingrief
150,OR,mikemccaffrey
151,OR,TheChristianLft
152,OR,PamelaBwell
153,OR,EYERA3
154,OR,becsline
155,OR,mattglidden
156,OR,AliveAndReal
157,OR,RussHansen6870
158,OR,SirFancyWolf
159,OR,legitstache
160,OR,Go2Heck
161,OR,stephaniesidley
162,OR,prinzmetal
163,OR,C_R_RUSS
164,OR,spblat
165,OR,FatGoku64
166,OR,summitpainting
0,MN,patentbuddy
1,MN,iheartfonesy
2,MN,mnlakegal
3,MN,newtbuster
4,MN,directorblue
5,MN,rickdog
6,MN,surj_mn
7,MN,KlawiterJ
8,MN,ProfOuellette
9,MN,brentlecompte
10,MN,davidgaw
11,MN,M3DAZE
12,MN,mplschronicle
13,MN,cdukesmom
14,MN,SocialistBooks
15,MN,AndrewManagh
16,MN,jcspectrum99
17,MN,Sharon59
18,MN,SolUru
19,MN,carded426
20,MN,danisrils39
21,MN,davidzinn
22,MN,lousycanuck
23,MN,gusnorton
24,MN,Hendrew
25,MN,Winning_Deer
26,MN,SharonHendrix1
27,MN,GayPatriot
28,MN,ClaritySol
29,MN,Shabbosgoy
30,MN,ACH09917332
31,MN,alex_cono
32,MN,jswainhart
33,MN,rigidspleen
34,MN,Go_GoSox
35,MN,nodie1960
36,MN,lorenterveen
37,MN,SpartanBusiBee
38,MN,WilliamLewisCo2
39,MN,DjCowboy64
40,MN,Carlos_Abler
41,MN,Joshua_Roberts_
42,MN,adam_svec
43,MN,k1Lg0reTr0ut
44,MN,ToriRob11
45,MN,IFallsJohnson
46,MN,americankeith
47,MN,mmeyer115comcas
48,MN,StarTribune
49,MN,mcw719
50,MN,Singharun
51,MN,Brm5348Bruce
52,MN,Pink22Karen
53,MN,janet_yackle
54,MN,ahardenburgh3
55,MN,carolmoson
56,MN,mfredell88
57,MN,ymlehnen
58,MN,jmunne
59,MN,smatterings3
60,MN,DrewChial
61,MN,KeriMangis
62,MN,kare11
63,MN,HenryCorp
64,MN,dcpetterson
65,MN,LionessElise
66,MN,me_mccarron
67,MN,mplspitbull
68,MN,STPCityGOP
69,MN,2fast2tyler
70,MN,BobbayMack
71,MN,JoeDangor
72,MN,LadyBleach
73,MN,SherylSanders3
74,MN,Chrismf6
75,MN,mufc20_
76,MN,FieldRoamer
77,MN,caseyshayden
78,MN,Amy11712002My
79,MN,Jimmy_Woods_
80,MN,thedailyfishfry
81,MN,jdove2223
82,MN,WhatWouldBaleDo
83,MN,marinapmedina
84,MN,stillck11
85,MN,LeeMLauer
86,MN,7brown30_06
87,MN,TheZecromancer
88,MN,GaSandersa
89,MN,LizSox5
90,MN,kelisabeth38
91,MN,gmoneygross
92,MN,No_Ca_Mo
93,MN,datrumpnation1
94,MN,heyigotanidea
95,MN,Titan206
96,MN,EdMorrissey
97,MN,JJManring
98,MN,CharlesSimmins
99,MN,Travis_Burton
100,MN,a__pet
101,MN,fmontez2
102,MN,huzzahmpls
103,MN,nick_thielen
104,MN,TheMantalope
0,MN,tomtully1954
1,MN,CBS3Duluth
2,MN,bestgma12
3,MN,fdlgoon
4,MN,NateStGermain
5,MN,Bokaj23
6,MN,DanJacobsen
7,MN,KQDS_FOX21
8,MN,cpmondello
9,MN,duluthkate
10,MN,sarathomsen
11,MN,Darth_Schroeder
12,MN,kathymctavish
13,MN,WZWConsulting
14,MN,1029tak
15,MN,sobisahn
16,MN,wdiowirt
17,MN,mollylyons
18,MN,dukeduluth
19,MN,jll229jll
20,MN,sseyala
21,MN,GreggGrose
22,MN,KDAL610
23,MN,LumberJackin10
24,MN,LarsonForDuluth
25,MN,Hai13ySmith
26,MN,erinkelbell
27,MN,scotjenkins
28,MN,runningupnorth
29,MN,Lakeypie14
30,MN,kylestyle29
31,MN,MWTravesty
32,MN,PeterBreitholtz
33,MN,ShakeshaftHugh
34,MN,cr8f
35,MN,BHanson83
36,MN,O_Doyle15
37,MN,Kelly_J_Ford
38,MN,Tippytoetunes
39,MN,MoffittJill
40,MN,Den_Herder
41,MN,moozgurl
42,MN,CGramstrup
43,MN,ZoieFanAnna2
44,MN,EdwardMoodyIII
45,MN,Ngeekify
46,MN,puunoop
47,MN,lisajanicecohen
48,MN,kostopoulos_d
49,MN,BaihlyWDIO
50,MN,LeePagenkopf
51,MN,JonJosephA
52,MN,BonnevilleCJ
53,MN,WDSM710
54,MN,crugeley
55,MN,notracist420
56,MN,Grizzlysgrowls
0,IL,playdoh52
1,IL,Z_Lazzeri
2,IL,ILPollster
3,IL,TheThespar
4,IL,Kaitlyn4Lee
5,IL,bakerlynn441
6,IL,plettkeman
7,IL,Seanmeismer
8,IL,thecinemasnob
9,IL,SexyRexy8Lover
10,IL,seeebee
11,IL,spfldnet
12,IL,KrisArmstrong1
13,IL,ChapinJames2
14,IL,ToddErnstCPA
15,IL,Iggy
16,IL,mariecarnes
17,IL,CharlieMcBarron
18,IL,NathanARobinson
19,IL,cabeza50
20,IL,GrosswilerDann
21,IL,ProFromWithin
22,IL,dogmama217
23,IL,Manicgg
24,IL,C4D4M5
25,IL,IARF
26,IL,ThePeoriaKid
27,IL,GrahamKracka69
28,IL,weedouthate
29,IL,DrSabha
30,IL,stefiamico
31,IL,illnewsnetwork
32,IL,atheinsurgency
33,IL,MagnaCarta1980
34,IL,FredSlocombe
35,IL,MrCharlesMBurns
36,IL,thomasjwhitt
37,IL,Pentec1Danielle
38,IL,rwpowers216
39,IL,BLSpringfield
40,IL,BRodawald
41,IL,JMorris22099
42,IL,WilliamZierath
43,IL,JohnWinterbauer
44,IL,ingramlaw
45,IL,lindaKayLuckie1
46,IL,mrejr8234
47,IL,SpringfieldChro
48,IL,CarlsonIdrum
49,IL,Jeff1S1
50,IL,nave_travis
51,IL,StacyInMalibu
52,IL,ColeGary1
53,IL,GaryGrieve2
54,IL,Kalnory
55,IL,CoffeeCoup
56,IL,kimalextech13
57,IL,mwalker376
58,IL,rayann2320
59,IL,ladywirth
60,IL,JasonGerwig
61,IL,caraecal
62,IL,solleytolley
63,IL,nealbrockett
64,IL,bootyshield
65,IL,TheCornerstone0
66,IL,POLSSpringfield
67,IL,safreethinkers
68,IL,wics_abc20
69,IL,wildatfart
70,IL,APPROVEMAN
71,IL,aliosha_sanchez
72,IL,DeanOlsenSJR
73,IL,skm1955
74,IL,SPatkunan
75,IL,PoliTeach
76,IL,DoRtChristians
0,IL,INTJutsu
1,IL,gerfingerpoken2
2,IL,MsKellyMHayes
3,IL,Chillgregc
4,IL,andrearickert
5,IL,sexrex10
6,IL,jim_nel123
7,IL,lmcall102
8,IL,LaGrangeBraLady
9,IL,aehemeter
10,IL,CookRecord
11,IL,solidaritydisr1
12,IL,ZoeVulgs
13,IL,Mr_Innovation
14,IL,leemahersalzman
15,IL,SusanDanzig219
16,IL,DeanRichards
17,IL,MickMcNicholas
18,IL,iosbakerjoe
19,IL,CeSpeaks
20,IL,gerfingerpoken
21,IL,snow_melty2
22,IL,Heffomite
23,IL,ltchoate
24,IL,DaveThomas5150
25,IL,Whitesoxblog123
26,IL,johnwasik
27,IL,e_Begrimed
28,IL,ParkerMolloy
29,IL,OctavianTh
30,IL,HSMChicago
31,IL,ScoopRocket
32,IL,TONYBITOY
33,IL,EthicsSteve
34,IL,kp_bulls
35,IL,kgmowla
36,IL,hockeenight
37,IL,Esadj167
38,IL,jasonpage
39,IL,zoeduu
40,IL,HeartlandInst
41,IL,shivie
42,IL,VichyRepublican
43,IL,ChrisCorian
44,IL,WeWalkOnStilts
45,IL,DonLinn
46,IL,HoodSavior
47,IL,PaBast
48,IL,POLSChicago
49,IL,marcbruenjes
50,IL,Tschwider
51,IL,ByronLeonard
52,IL,ChiTribCloutSt
53,IL,Grumpa
54,IL,DropForgeBishop
55,IL,dopehorse
56,IL,hlftrh2
57,IL,ShirleyHoman481
58,IL,Sakefish
59,IL,PunkKitty312
60,IL,MarkDParris1
61,IL,mingh76
62,IL,toreilly
63,IL,jokelley
64,IL,NotLesterCubs
65,IL,Powerequalsgod
66,IL,sahloul
67,IL,luke_dot_js
68,IL,TalesOfAMusicMa
69,IL,antipinko
70,IL,johngunn2011
71,IL,and_hertz
72,IL,markreviews
73,IL,BaitClicker
74,IL,sugaree71
75,IL,Ranger5Publish
76,IL,jonpernisek
77,IL,USANews10
78,IL,cowards_are_us
79,IL,steedmrspeel
80,IL,bestgiftpurpose
81,IL,PatiJ
82,IL,AhmadAlmaa
83,IL,ebscbwi
0,WI,pamelakae
1,WI,neovocis
2,WI,Michael_Hanke
3,WI,LittleItaly2008
4,WI,RichardWRamsey
5,WI,RachelFulkerson
6,WI,kevin_spaeth
7,WI,batterton_troy
8,WI,eauclairecomedy
9,WI,couturerene
10,WI,maletto2
11,WI,LeaderTelegram
12,WI,AndreaNews18
13,WI,MrBrandonCraker
14,WI,lesterlog
15,WI,DeborahKnowle20
16,WI,MaddeLetizia
17,WI,schroetj
18,WI,CVollendorf
19,WI,ceZwiefelhofer
20,WI,GreenBaron80J11
21,WI,SUPERMANLOWY
22,WI,KessaAlbright
23,WI,rainthelame
24,WI,TmzEauclaire
25,WI,SportsTalk1051
26,WI,WQOW
27,WI,IanKenyonNFL
28,WI,Z100Radio
29,WI,AKaryeMusic
30,WI,FYE_Bluprint
31,WI,Jomon_Prime
32,WI,Teresadberg
33,WI,slinderman1972
34,WI,KildayMorgan
35,WI,MeanLaQueefa
36,WI,FoDizzleYo
37,WI,revdavidhuber
38,WI,IHateJakeSmith
39,WI,RepWarnRepMgmt
40,WI,professorshih
41,WI,jabandsam
42,WI,iMatthewCM
43,WI,RandallBrunette
44,WI,WEAU13News
45,WI,dirtydeeds32
46,WI,goldiloxa
47,WI,iAmJake648
48,WI,AngerySteer
49,WI,RoxasElite
50,WI,AnnaInez_
51,WI,whiteagle10
52,WI,dmuc93
53,WI,storyt95
54,WI,farsighted99
55,WI,youngniggaJB69
56,WI,sylviaweise
57,WI,Cwhite9797
58,WI,WEAUFefer
59,WI,wlfleisch
60,WI,stephen_wqow
61,WI,jakesabaska
62,WI,KimAcheson
63,WI,hollowlaughter
64,WI,aaronsalmon
65,WI,BuddBuddcorey
66,WI,mahliinc
0,WI,Trixerella
1,WI,36faces
2,WI,steven_huyck
3,WI,terriellzey
4,WI,hellarap123
5,WI,milwaukeetj
6,WI,superbranch
7,WI,TraciGrrl
8,WI,CanarisWilhem
9,WI,charlie_white
10,WI,realSusanRiegg
11,WI,treevrrr
12,WI,Maxamegalon2000
13,WI,hearted_red
14,WI,FatManPodcast
15,WI,KalliKalliKalli
16,WI,Sugardrive
17,WI,mpbMKE
18,WI,StreeterTeeter
19,WI,tedkieper
20,WI,Suzanne1869
21,WI,jsorgi
22,WI,BtotheD
23,WI,WISN12News
24,WI,WISCONSIN_tech
25,WI,BenReed71
26,WI,tolfoster
27,WI,davidbeyerjr
28,WI,ColSaunders1855
29,WI,deaninwaukesha
30,WI,MilwaukeeCP
31,WI,michaelzimmer
32,WI,shigekio
33,WI,WelderMike2016
34,WI,fernthegoat
35,WI,ejack162
36,WI,NatashaDargan
37,WI,KaylaNMcNeil
38,WI,wigazette
39,WI,michaelbrollo
40,WI,JoshuaSzuslik
41,WI,262MEBrown
42,WI,suzukinahw
43,WI,cycoq
44,WI,HashimII
45,WI,shawnadryen01
46,WI,SandyHatesTrump
47,WI,ZacLeBurn
48,WI,JakeBauer82
49,WI,donmoyn
50,WI,fox6now
51,WI,missklamert
52,WI,rexsatr
53,WI,BarbWewers62
54,WI,Mr_TylerBanh
0,WI,freakshowradio
1,WI,rickcoelho_irl
2,WI,JohnRoss53711
3,WI,WISuperstar
4,WI,BadgerStew
5,WI,greenladiesc
6,WI,annvosspeterson
7,WI,emilymcf
8,WI,pauljgibler
9,WI,Leftup2us
10,WI,kanepam
11,WI,TheRealChadKemp
12,WI,geosooner
13,WI,FlakPhoto
14,WI,ajknick
15,WI,mahillst
16,WI,adamblust
17,WI,myfeldman
18,WI,MadPolitics
19,WI,Chris_line
20,WI,ThomasWincek
21,WI,jovenitti
22,WI,sirmarshy
23,WI,wi_defender
24,WI,renazantz
25,WI,UnderDaHat
26,WI,deniwilson
27,WI,angelstout77
28,WI,nangat1
29,WI,CapTimes
30,WI,cindyrelish
31,WI,laborradio
32,WI,POLSMadison
33,WI,SmallSandi
34,WI,Zathras3
35,WI,TheBillSkrundz
36,WI,JaxonBrow
37,WI,jlemonsk
38,WI,RightAsRainsME
39,WI,BellaSwannBooks
40,WI,RobinMarohn
41,WI,Bill_Scanlon
42,WI,trannyfits
43,WI,MadVickie
44,WI,madisondotcom
45,WI,donmoyn
46,WI,SpudLovr
47,WI,MayorInnovation
48,WI,LemeryVincent
49,WI,WiStateJournal
50,WI,ckmcdonough
51,WI,Nuts4Squirrelio
52,WI,wbyeets
53,WI,democurmudgeon
54,WI,tcapp2015
55,WI,keithhayward
56,WI,peri_gisele
57,WI,msamethyst1
58,WI,JDougAnderson86
59,WI,Jay5w
60,WI,WSUMMorningShow
61,WI,ms_smitty
62,WI,DowmanLisa
63,WI,JudLounsbury
64,WI,LGraps
65,WI,MSXNews
66,WI,LakeCityAgent
67,WI,john_yazek
68,WI,TheBurkeFlash
69,WI,SusanMacDonal15
70,WI,laskopff
71,WI,MGhydro
72,WI,Lindygeek
73,WI,jimwitkins
74,WI,jimslater10
75,WI,k_hedgren
76,WI,charlenefmadwis
77,WI,anjelaj
78,WI,eltim164
79,WI,LyndaEvans5
80,WI,daveschroeder
81,WI,Hamilcar_WI
82,WI,wes_ben
83,WI,iowemysoul
84,WI,scottwalkerwtch
85,WI,JSEllenberg
86,WI,JakeMadtown
87,WI,ElectriKolor
88,WI,Paulsoglin
89,WI,Tortured_Verse
90,WI,slmom
91,WI,1310WIBA
92,WI,JeffSimpson7
93,WI,AndersonLimey
94,WI,bcdunkel
95,WI,citaconinc
96,WI,NicasioSilang
0,NY,jpisham
1,NY,bmadigan2000
2,NY,drboycewatkins1
3,NY,The_Gnu_JGH
4,NY,BaeRodriguez
5,NY,YourBlackWorld
6,NY,GoodBoyGreg
7,NY,UncleDuke
8,NY,gmorten1
9,NY,SyrDiocese
10,NY,Rye1040
11,NY,Zekesgirl1959
12,NY,DMor315
13,NY,WSYRNews
14,NY,PyramidBrkg
15,NY,AdamNightmare
16,NY,socialnews_xyz
17,NY,jjhoster
18,NY,KateKuryla
19,NY,DO_Visuals
20,NY,KellyLux
21,NY,ErikSamhammer
22,NY,HoodsHero
23,NY,tmksyracuse
24,NY,maggieLsimone
25,NY,maryogurtsova
26,NY,nltaddeo
27,NY,RealBobManning
28,NY,MelismaDiddle
29,NY,dailyorange
30,NY,TJWest3
31,NY,Hewitt_Films
32,NY,sonofjackt
33,NY,FranziiBoehme
34,NY,PRjohnson
35,NY,dtayloresq
36,NY,JordanWood
37,NY,ellenkmeyers
38,NY,CarolynMurphy6
39,NY,wmpreston
40,NY,HundedesKrieges
41,NY,johndoesntsleep
42,NY,INSCT
43,NY,smc347
44,NY,ReneeKGadoua
45,NY,saramswann
46,NY,DustinCzarny
47,NY,COMWAC50
48,NY,NewsChannel9
49,NY,SyrWriter
50,NY,arealpastiche
51,NY,sandine
52,NY,belong2this
53,NY,mariabgood
0,NY,brett8055
1,NY,kevinkresse
2,NY,TTR28T
3,NY,aletaann10
4,NY,JimHeaney
5,NY,hiphughes
6,NY,twiterlessabe
7,NY,FeelsWrite
8,NY,MSajecki
9,NY,PoorQuentyn
10,NY,TheObamanista
11,NY,NewsRadio930
12,NY,nickc66
13,NY,YoursTrulyMiyah
14,NY,WGRZ
15,NY,ipostnews
16,NY,nppalawyer
17,NY,CLMTBuffalo
18,NY,LargeTimHortons
19,NY,autumnfading
20,NY,MaxY2G
21,NY,POLSBuffalo
22,NY,emdon0
23,NY,10CanBananaMilk
24,NY,ZachGalovich
25,NY,johntmarohn
26,NY,jKonwicki
27,NY,Charles14965472
28,NY,HokanCromwell
29,NY,ShannonPub
30,NY,gjs
31,NY,tay_fult
32,NY,poliscistacey
33,NY,LDiamond39
34,NY,foleyloaded93
35,NY,caddylac585
36,NY,rjandolina
37,NY,brentpatterson
38,NY,BuffaloMoonbeam
39,NY,TheBuffaloNews
40,NY,carrotbazooka
41,NY,WKBW
42,NY,pjscaggs
43,NY,Rock4Trump
44,NY,thomalab
0,NY,News_8
1,NY,misscrf
2,NY,JohnMcDairmant
3,NY,Ellimem
4,NY,sharondigi
5,NY,famousbreathers
6,NY,TaxSnafu
7,NY,alecrider
8,NY,MarquisSapp
9,NY,DrKwasi
10,NY,marthabush
11,NY,BMatthewsSports
12,NY,malcscot
13,NY,VeronicaWXXI
14,NY,marymcclelland_
15,NY,Econopete
16,NY,mks8864
17,NY,ryanevans0786
18,NY,sandysellshfl
19,NY,Mking571
20,NY,MarilynTraver
21,NY,KathleenIannone
22,NY,Westmconsulting
23,NY,86Mookie
24,NY,JoshPheterson
25,NY,FuckCons
26,NY,MarkMaira
27,NY,tommasz
28,NY,TWCNewsROC
29,NY,DopeyRunr
30,NY,gerglion
31,NY,13WHAM
32,NY,SchwinningSpeak
33,NY,cat7912
34,NY,aer974
35,NY,TwerkingTiger
36,NY,Downeygirl2
37,NY,gtombline
38,NY,ChrisSchiffner
39,NY,SeanSomeNumbers
40,NY,marylupien
41,NY,POLSRochester
42,NY,JetsGirl3
43,NY,CHNGRochester
44,NY,perumanteiga
45,NY,RBJdaily
46,NY,HappyEarmuffs
47,NY,joevtcb
48,NY,AndrewHStewart
49,NY,joemac1114
50,NY,SabrinaFranek
51,NY,andrethesmith
52,NY,roccity_news
53,NY,HCandENVMT
54,NY,notmyname02
55,NY,ChuckMcCoy
56,NY,EmptyClosetNews
57,NY,rgeckert
58,NY,marc_cirig
59,NY,nynancyo
60,NY,JillKnittel
61,NY,swershing
62,NY,GandhiEarthKeep
63,NY,ItsMattEhlers
64,NY,Lisamuse
65,NY,VijiDiane
66,NY,RichardColon_
67,NY,jimmylreader
68,NY,KStackWhitney
69,NY,TFZamiara
70,NY,RealityOfItAll7
71,NY,camannwordsmith
72,NY,RichChappo
73,NY,HandsomeRandall
74,NY,JohnnyMuchard7
0,NJ,healthprodguru
1,NJ,bobjordanAPP
2,NJ,Kat_2165
3,NJ,greenpartyguynj
4,NJ,WomensMarchonNJ
5,NJ,PublicDiscourse
6,NJ,binugeorgej
7,NJ,Ida8teco
8,NJ,RichardFoxYoung
9,NJ,PrincetonUPress
10,NJ,TealArcadi
11,NJ,POLSTrenton
12,NJ,klp179
13,NJ,NJ_Politics
14,NJ,JonBartels
15,NJ,cwcarpenter2001
16,NJ,taintedbill
17,NJ,DicconHyatt
18,NJ,TheBoydCompany
19,NJ,sloanecolby
20,NJ,abbeydufoe
21,NJ,SM_Tech007
22,NJ,1776gadsden3
23,NJ,gaylife_kevin
24,NJ,SandraC_FCB
25,NJ,sharmeenTweet
26,NJ,CarolynBarrett4
27,NJ,searchgirl40
28,NJ,DavidKuntschik
29,NJ,rjblaskiewicz
30,NJ,DiversityInc
31,NJ,PTBwrites
32,NJ,ChipStokes
33,NJ,NJSpice
34,NJ,ClimateCentral
35,NJ,jpfoster65
36,NJ,allenpeacock
37,NJ,AJMC_Journal
38,NJ,davidccolby
39,NJ,AlbertoAcereda
40,NJ,mirandacspencer
41,NJ,KimSeidl
42,NJ,zackwack123
43,NJ,NomDeVoyage1
44,NJ,tdopp
45,NJ,lenochs66
46,NJ,owasow
47,NJ,NJafterbern
48,NJ,jlg3lawoffice
49,NJ,realhigheredcom
50,NJ,trentblanton
51,NJ,lisafirke
0,NJ,reoharrison
1,NJ,papo2oo4
2,NJ,hillary66049442
3,NJ,RK7168
4,NJ,gaylife_kevin
5,NJ,ShehabKamal73
6,NJ,mburleson86
7,NJ,realhigheredcom
8,NJ,cesarmartinesq
9,NJ,mickydel
10,NJ,Ida8teco
11,NJ,Stregabella9
12,NJ,MBT_2014
13,NJ,dieseldan274
14,NJ,Marium_Soomro
15,NJ,GaryGrumbach
16,NJ,JJ313
17,NJ,sami_cazimoski
18,NJ,je_mclaughlin
19,NJ,TealArcadi
20,NJ,wilytone
21,NJ,Fiery_Amethyst
22,NJ,FrankStain2
23,NJ,JoshRosenbaum12
24,NJ,samadacus
25,NJ,rebeccamhersh
26,NJ,ZielaznickiNFL
27,NJ,amy_armstrong
28,NJ,fastndelicious
29,NJ,AJMC_Journal
30,NJ,jvdaniello2
31,NJ,AlbertoAcereda
32,NJ,ProgressiveToo
33,NJ,gflowersss
34,NJ,JMOlitzky
35,NJ,grand_kaila
36,NJ,AlexanderHeil2
37,NJ,sharmeenTweet
38,NJ,MHLegalLibrary
39,NJ,searchgirl40
40,NJ,AOTPRadio
41,NJ,helenwan1
42,NJ,CougThoughts
43,NJ,NYCKNP
44,NJ,POLSNewark
45,NJ,DiversityInc
46,NJ,Roadqween
47,NJ,BhNpRE
48,NJ,PTBwrites
49,NJ,Jacob_Turchi
50,NJ,ramelos
51,NJ,sjung66510
52,NJ,NewarkMFA
53,NJ,AlBaronRealtor
54,NJ,joeynovick
55,NJ,bgiarc
56,NJ,victoria5s
57,NJ,thatdonwood
58,NJ,mwphnh
59,NJ,ANJECtweets
60,NJ,escatei
61,NJ,KPMfineart
62,NJ,mirandacspencer
63,NJ,EmannJoasil
64,NJ,tekysam
65,NJ,John_M15
66,NJ,PoliticalXDMan
67,NJ,Chris_Wang888
68,NJ,usvetram
69,NJ,jssphoto
70,NJ,zippy1981
71,NJ,lenochs66
72,NJ,owasow
73,NJ,CardilloJim
74,NJ,taintedbill
